symbol,date,open,high,low,close,volume,adjusted
GC=F,2019-09-03,1522.9000244140625,1547.300048828125,1521,1545.9000244140625,139,1545.9000244140625
GC=F,2019-09-04,1549,1553.199951171875,1534.800048828125,1550.300048828125,46,1550.300048828125
GC=F,2019-09-05,1551,1551.0999755859375,1511.0999755859375,1515.4000244140625,125,1515.4000244140625
GC=F,2019-09-06,1517.300048828125,1526,1504.5,1506.199951171875,54,1506.199951171875
GC=F,2019-09-09,1509,1513,1498,1502.199951171875,69,1502.199951171875
GC=F,2019-09-10,1498.5,1498.5,1486.9000244140625,1490.300048828125,23,1490.300048828125
GC=F,2019-09-11,1491.699951171875,1496.5999755859375,1490.199951171875,1494.4000244140625,8,1494.4000244140625
GC=F,2019-09-12,1499.5,1515.4000244140625,1498.699951171875,1498.699951171875,27,1498.699951171875
GC=F,2019-09-13,1490.9000244140625,1490.9000244140625,1486.9000244140625,1490.9000244140625,1,1490.9000244140625
GC=F,2019-09-16,1506.5999755859375,1506.800048828125,1496.9000244140625,1503.0999755859375,21,1503.0999755859375
GC=F,2019-09-17,1497.9000244140625,1505.0999755859375,1497.9000244140625,1505.0999755859375,3,1505.0999755859375
GC=F,2019-09-18,1508.9000244140625,1509.4000244140625,1489.300048828125,1507.5,8,1507.5
GC=F,2019-09-19,1496.0999755859375,1502.4000244140625,1496.0999755859375,1498.4000244140625,10,1498.4000244140625
GC=F,2019-09-20,1503,1507.300048828125,1503,1507.300048828125,2,1507.300048828125
GC=F,2019-09-23,1515.5,1523.699951171875,1515.5,1523.699951171875,5,1523.699951171875
GC=F,2019-09-24,1515.0999755859375,1533,1515.0999755859375,1532.0999755859375,25,1532.0999755859375
GC=F,2019-09-25,1527.5999755859375,1527.9000244140625,1504.5999755859375,1504.5999755859375,25,1504.5999755859375
GC=F,2019-09-26,1507.5,1507.5,1507.5,1507.5,8178,1507.5
GC=F,2019-09-27,1504.199951171875,1506.0999755859375,1485.5999755859375,1499.0999755859375,7827,1499.0999755859375
GC=F,2019-09-30,1495.9000244140625,1495.9000244140625,1463.5,1465.699951171875,1078,1465.699951171875
GC=F,2019-10-01,1468.699951171875,1485.5,1458.300048828125,1482,219,1482
GC=F,2019-10-02,1476.5999755859375,1503.699951171875,1474.0999755859375,1501,205,1501
GC=F,2019-10-03,1497.4000244140625,1518.199951171875,1496.5999755859375,1507.0999755859375,1213,1507.0999755859375
GC=F,2019-10-04,1505.5999755859375,1508.699951171875,1497.0999755859375,1506.199951171875,233,1506.199951171875
GC=F,2019-10-07,1504.800048828125,1505.800048828125,1489.0999755859375,1497.699951171875,121,1497.699951171875
GC=F,2019-10-08,1489.4000244140625,1506.300048828125,1489.300048828125,1497.199951171875,46,1497.199951171875
GC=F,2019-10-09,1507.699951171875,1507.699951171875,1498.4000244140625,1506.0999755859375,120,1506.0999755859375
GC=F,2019-10-10,1511.199951171875,1511.199951171875,1490.5999755859375,1494.800048828125,78,1494.800048828125
GC=F,2019-10-11,1491.9000244140625,1494.9000244140625,1476.9000244140625,1482.699951171875,57,1482.699951171875
GC=F,2019-10-14,1484.4000244140625,1493.5,1481.300048828125,1491.699951171875,400,1491.699951171875
GC=F,2019-10-15,1488.9000244140625,1495.4000244140625,1476.5999755859375,1477.5999755859375,367,1477.5999755859375
GC=F,2019-10-16,1482,1488,1480,1488,383,1488
GC=F,2019-10-17,1486.199951171875,1493.199951171875,1485.800048828125,1492.300048828125,271,1492.300048828125
GC=F,2019-10-18,1487.300048828125,1489.0999755859375,1486.5999755859375,1488.199951171875,82,1488.199951171875
GC=F,2019-10-21,1489.9000244140625,1489.9000244140625,1481.5,1482.4000244140625,72,1482.4000244140625
GC=F,2019-10-22,1483.4000244140625,1483.5,1481.699951171875,1481.699951171875,99,1481.699951171875
GC=F,2019-10-23,1486.4000244140625,1490.300048828125,1486.4000244140625,1489.9000244140625,67,1489.9000244140625
GC=F,2019-10-24,1490.5,1501.199951171875,1485.9000244140625,1498.9000244140625,115,1498.9000244140625
GC=F,2019-10-25,1501.4000244140625,1514.300048828125,1499,1499.5,93,1499.5
GC=F,2019-10-28,1504.0999755859375,1504.0999755859375,1490,1490,37,1490
GC=F,2019-10-29,1485.9000244140625,1487,1485.9000244140625,1487,425,1487
GC=F,2019-10-30,1487.199951171875,1495.4000244140625,1481,1493.199951171875,320,1493.199951171875
GC=F,2019-10-31,1496.0999755859375,1513.0999755859375,1496.0999755859375,1511.4000244140625,210,1511.4000244140625
GC=F,2019-11-01,1511,1511.5999755859375,1503,1508,235,1508
GC=F,2019-11-04,1511.5999755859375,1511.5999755859375,1508,1508,101,1508
GC=F,2019-11-05,1507.0999755859375,1507.0999755859375,1480.800048828125,1480.800048828125,31,1480.800048828125
GC=F,2019-11-06,1483.199951171875,1491,1483.199951171875,1490.199951171875,567,1490.199951171875
GC=F,2019-11-07,1489.0999755859375,1489.0999755859375,1464.199951171875,1464.199951171875,581,1464.199951171875
GC=F,2019-11-08,1469.0999755859375,1469.0999755859375,1461.300048828125,1461.300048828125,21,1461.300048828125
GC=F,2019-11-11,1461,1461,1449.300048828125,1455.5,22,1455.5
GC=F,2019-11-12,1454.9000244140625,1454.9000244140625,1447.0999755859375,1452.0999755859375,6,1452.0999755859375
GC=F,2019-11-13,1456.800048828125,1463.300048828125,1456.800048828125,1461.699951171875,56,1461.699951171875
GC=F,2019-11-14,1463.800048828125,1471.800048828125,1463.699951171875,1471.800048828125,83,1471.800048828125
GC=F,2019-11-15,1469.0999755859375,1469.0999755859375,1467.300048828125,1467.300048828125,13,1467.300048828125
GC=F,2019-11-18,1472,1472,1469.699951171875,1470.9000244140625,141,1470.9000244140625
GC=F,2019-11-19,1467.699951171875,1474.300048828125,1467.699951171875,1473.300048828125,18,1473.300048828125
GC=F,2019-11-20,1472.5999755859375,1474.5,1467.300048828125,1473.300048828125,31,1473.300048828125
GC=F,2019-11-21,1463.0999755859375,1463.0999755859375,1463.0999755859375,1463.0999755859375,16,1463.0999755859375
GC=F,2019-11-22,1468.5999755859375,1468.5999755859375,1463.0999755859375,1463.0999755859375,19,1463.0999755859375
GC=F,2019-11-25,1457.0999755859375,1457.0999755859375,1455.5,1456.5999755859375,14,1456.5999755859375
GC=F,2019-11-26,1459.800048828125,1459.800048828125,1459.800048828125,1459.800048828125,346362,1459.800048828125
GC=F,2019-11-27,1461.0999755859375,1461.9000244140625,1452,1453.4000244140625,88364,1453.4000244140625
GC=F,2019-11-29,1453.5999755859375,1465.5999755859375,1452.0999755859375,1465.5999755859375,7020,1465.5999755859375
GC=F,2019-12-02,1462.800048828125,1464.4000244140625,1453.300048828125,1462.300048828125,2172,1462.300048828125
GC=F,2019-12-03,1461.5999755859375,1480.4000244140625,1459.5,1478.199951171875,1460,1478.199951171875
GC=F,2019-12-04,1477.5,1483.4000244140625,1471.199951171875,1474,613,1474
GC=F,2019-12-05,1474.699951171875,1478,1472.300048828125,1476.9000244140625,907,1476.9000244140625
GC=F,2019-12-06,1475,1476,1458.199951171875,1459.0999755859375,899,1459.0999755859375
GC=F,2019-12-09,1458.800048828125,1464.199951171875,1458.5999755859375,1459.300048828125,1461,1459.300048828125
GC=F,2019-12-10,1460.699951171875,1467.199951171875,1460.699951171875,1462.5999755859375,367,1462.5999755859375
GC=F,2019-12-11,1463.0999755859375,1475.4000244140625,1463.0999755859375,1469.4000244140625,393,1469.4000244140625
GC=F,2019-12-12,1475.0999755859375,1483.9000244140625,1463.699951171875,1466.699951171875,955,1466.699951171875
GC=F,2019-12-13,1463.0999755859375,1475.9000244140625,1463.0999755859375,1475.5999755859375,468,1475.5999755859375
GC=F,2019-12-16,1473.800048828125,1475.300048828125,1473.800048828125,1475,99,1475
GC=F,2019-12-17,1474.0999755859375,1476.9000244140625,1474,1474.5999755859375,410,1474.5999755859375
GC=F,2019-12-18,1472.5999755859375,1472.5999755859375,1472.5999755859375,1472.5999755859375,250,1472.5999755859375
GC=F,2019-12-19,1475.9000244140625,1478.9000244140625,1473.300048828125,1478.199951171875,319,1478.199951171875
GC=F,2019-12-20,1476.699951171875,1478.0999755859375,1474.699951171875,1474.699951171875,118,1474.699951171875
GC=F,2019-12-23,1482.300048828125,1482.5,1479.9000244140625,1482.5,391,1482.5
GC=F,2019-12-24,1488.699951171875,1499.0999755859375,1488.699951171875,1499.0999755859375,52,1499.0999755859375
GC=F,2019-12-26,1505.199951171875,1512.300048828125,1505,1509.300048828125,126,1509.300048828125
GC=F,2019-12-27,1513.800048828125,1513.800048828125,1513.800048828125,1513.800048828125,839,1513.800048828125
GC=F,2019-12-30,1512.5999755859375,1515.0999755859375,1510,1514.5,446,1514.5
GC=F,2019-12-31,1513.800048828125,1523.4000244140625,1513.800048828125,1519.5,301,1519.5
GC=F,2020-01-02,1518.0999755859375,1528.699951171875,1518,1524.5,214,1524.5
GC=F,2020-01-03,1530.0999755859375,1552.699951171875,1530.0999755859375,1549.199951171875,107,1549.199951171875
GC=F,2020-01-06,1580,1580,1560.4000244140625,1566.199951171875,416,1566.199951171875
GC=F,2020-01-07,1558.300048828125,1576.300048828125,1558.300048828125,1571.800048828125,47,1571.800048828125
GC=F,2020-01-08,1579.699951171875,1604.199951171875,1552.300048828125,1557.4000244140625,236,1557.4000244140625
GC=F,2020-01-09,1555.699951171875,1555.699951171875,1543.300048828125,1551.699951171875,54,1551.699951171875
GC=F,2020-01-10,1551.199951171875,1558.800048828125,1545.4000244140625,1557.5,16,1557.5
GC=F,2020-01-13,1557.4000244140625,1558,1548.4000244140625,1548.4000244140625,48,1548.4000244140625
GC=F,2020-01-14,1546.699951171875,1546.699951171875,1534.9000244140625,1542.4000244140625,32,1542.4000244140625
GC=F,2020-01-15,1548,1553.9000244140625,1545.5999755859375,1552.0999755859375,11,1552.0999755859375
GC=F,2020-01-16,1555.699951171875,1556.0999755859375,1548.5,1549,98,1549
GC=F,2020-01-17,1554.0999755859375,1558.800048828125,1553.5999755859375,1558.800048828125,108,1558.800048828125
GC=F,2020-01-21,1559.300048828125,1566.199951171875,1551,1556.4000244140625,45,1556.4000244140625
GC=F,2020-01-22,1549.800048828125,1557.0999755859375,1549.800048828125,1555.300048828125,42,1555.300048828125
GC=F,2020-01-23,1553.0999755859375,1564.5999755859375,1552.199951171875,1564.5999755859375,15,1564.5999755859375
GC=F,2020-01-24,1556.300048828125,1571.0999755859375,1556.300048828125,1571.0999755859375,43,1571.0999755859375
GC=F,2020-01-27,1584.300048828125,1584.5,1576.800048828125,1576.800048828125,22,1576.800048828125
GC=F,2020-01-28,1576.4000244140625,1576.4000244140625,1569.199951171875,1569.199951171875,3,1569.199951171875
GC=F,2020-01-29,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,251274,1569.800048828125
GC=F,2020-01-30,1576.800048828125,1585,1571.4000244140625,1583.5,62336,1583.5
GC=F,2020-01-31,1573.4000244140625,1589,1570,1582.9000244140625,1095,1582.9000244140625
GC=F,2020-02-03,1592.9000244140625,1593.300048828125,1568.199951171875,1577.199951171875,1062,1577.199951171875
GC=F,2020-02-04,1577.699951171875,1577.699951171875,1547.800048828125,1550.4000244140625,978,1550.4000244140625
GC=F,2020-02-05,1553.199951171875,1560.699951171875,1547.699951171875,1557.800048828125,1305,1557.800048828125
GC=F,2020-02-06,1553.5999755859375,1565.5999755859375,1551.5999755859375,1565.0999755859375,110,1565.0999755859375
GC=F,2020-02-07,1564.9000244140625,1571.9000244140625,1560.5,1568.5999755859375,431,1568.5999755859375
GC=F,2020-02-10,1569.300048828125,1574.699951171875,1568.5999755859375,1574.699951171875,128,1574.699951171875
GC=F,2020-02-11,1570.9000244140625,1571.0999755859375,1561.9000244140625,1565.5999755859375,440,1565.5999755859375
GC=F,2020-02-12,1565.199951171875,1568.699951171875,1561,1567.4000244140625,36,1567.4000244140625
GC=F,2020-02-13,1570.199951171875,1575.0999755859375,1570.199951171875,1575.0999755859375,74,1575.0999755859375
GC=F,2020-02-14,1575.800048828125,1582.699951171875,1574.800048828125,1582.699951171875,68,1582.699951171875
GC=F,2020-02-18,1579.800048828125,1604.300048828125,1579.800048828125,1600,310,1600
GC=F,2020-02-19,1600.5999755859375,1610.5,1599.699951171875,1607.5,542,1607.5
GC=F,2020-02-20,1606.5,1621,1603,1616.5999755859375,117,1616.5999755859375
GC=F,2020-02-21,1619.300048828125,1645,1619.300048828125,1644.5999755859375,186,1644.5999755859375
GC=F,2020-02-24,1657,1686.5999755859375,1650,1672.4000244140625,435,1672.4000244140625
GC=F,2020-02-25,1645.0999755859375,1653.699951171875,1632.300048828125,1646.9000244140625,409,1646.9000244140625
GC=F,2020-02-26,1644,1648.0999755859375,1636.4000244140625,1640,1990,1640
GC=F,2020-02-27,1641.0999755859375,1658,1638.5,1640,707,1640
GC=F,2020-02-28,1640.300048828125,1642.5,1564.0999755859375,1564.0999755859375,289,1564.0999755859375
GC=F,2020-03-02,1583.9000244140625,1608.300048828125,1574.300048828125,1592.300048828125,537,1592.300048828125
GC=F,2020-03-03,1594.5,1645.300048828125,1594,1642.0999755859375,610,1642.0999755859375
GC=F,2020-03-04,1645.4000244140625,1645.9000244140625,1631.300048828125,1641.0999755859375,83,1641.0999755859375
GC=F,2020-03-05,1637.300048828125,1672.9000244140625,1637.199951171875,1666.4000244140625,154,1666.4000244140625
GC=F,2020-03-06,1670.800048828125,1686.199951171875,1647.199951171875,1670.800048828125,175,1670.800048828125
GC=F,2020-03-09,1696.0999755859375,1701.5999755859375,1657.699951171875,1674.5,161,1674.5
GC=F,2020-03-10,1671.5999755859375,1674.5999755859375,1643,1659.0999755859375,48,1659.0999755859375
GC=F,2020-03-11,1656.5999755859375,1666.5,1635,1641.4000244140625,47,1641.4000244140625
GC=F,2020-03-12,1637,1647.5,1566.4000244140625,1589.300048828125,256,1589.300048828125
GC=F,2020-03-13,1574.9000244140625,1589.800048828125,1513.800048828125,1515.699951171875,89,1515.699951171875
GC=F,2020-03-16,1569.0999755859375,1569.0999755859375,1452.0999755859375,1485.9000244140625,193,1485.9000244140625
GC=F,2020-03-17,1469.300048828125,1537.699951171875,1469.300048828125,1524.9000244140625,122,1524.9000244140625
GC=F,2020-03-18,1537.5,1542,1477.300048828125,1477.300048828125,333,1477.300048828125
GC=F,2020-03-19,1481.5,1491.5999755859375,1471,1478.5999755859375,262,1478.5999755859375
GC=F,2020-03-20,1483.5,1484,1483.5,1484,14,1484
GC=F,2020-03-23,1505.300048828125,1567,1490.199951171875,1567,51,1567
GC=F,2020-03-24,1592.699951171875,1685.5,1592.699951171875,1660.199951171875,442,1660.199951171875
GC=F,2020-03-25,1676.5,1676.5,1631.0999755859375,1632.300048828125,476,1632.300048828125
GC=F,2020-03-26,1660.5,1660.5,1650.0999755859375,1650.0999755859375,3,1650.0999755859375
GC=F,2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638,1623.9000244140625
GC=F,2020-03-30,1641.199951171875,1652.800048828125,1607.199951171875,1622,16389,1622
GC=F,2020-03-31,1618.699951171875,1621,1576,1583.4000244140625,2874,1583.4000244140625
GC=F,2020-04-01,1570,1600,1570,1578.199951171875,2158,1578.199951171875
GC=F,2020-04-02,1590.9000244140625,1631.199951171875,1586,1625.699951171875,1294,1625.699951171875
GC=F,2020-04-03,1624.5,1636,1619.800048828125,1633.699951171875,643,1633.699951171875
GC=F,2020-04-06,1629.0999755859375,1696.699951171875,1625.9000244140625,1677,1063,1677
GC=F,2020-04-07,1695.699951171875,1724.4000244140625,1658,1664.800048828125,1144,1664.800048828125
GC=F,2020-04-08,1669.699951171875,1677,1662.5,1665.4000244140625,747,1665.4000244140625
GC=F,2020-04-09,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,825,1736.199951171875
GC=F,2020-04-13,1722,1756.800048828125,1710.699951171875,1744.800048828125,696,1744.800048828125
GC=F,2020-04-14,1756.800048828125,1775,1739.5,1756.699951171875,675,1756.699951171875
GC=F,2020-04-15,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,642,1727.199951171875
GC=F,2020-04-16,1731,1750.5999755859375,1715,1720.4000244140625,162,1720.4000244140625
GC=F,2020-04-17,1715.699951171875,1725,1684.9000244140625,1689.199951171875,223,1689.199951171875
GC=F,2020-04-20,1686,1701.5999755859375,1680,1701.5999755859375,106,1701.5999755859375
GC=F,2020-04-21,1697,1707.0999755859375,1659.9000244140625,1678.199951171875,666,1678.199951171875
GC=F,2020-04-22,1696,1728.699951171875,1684.800048828125,1728.699951171875,453,1728.699951171875
GC=F,2020-04-23,1734,1745.0999755859375,1733.300048828125,1733.300048828125,482,1733.300048828125
GC=F,2020-04-24,1744,1744,1714.5,1723.5,221,1723.5
GC=F,2020-04-27,1731.9000244140625,1731.9000244140625,1711.9000244140625,1711.9000244140625,169,1711.9000244140625
GC=F,2020-04-28,1716.5999755859375,1716.5999755859375,1707.0999755859375,1710.5,1255,1710.5
GC=F,2020-04-29,1710,1713.5,1702,1703.4000244140625,373,1703.4000244140625
GC=F,2020-04-30,1719.300048828125,1719.300048828125,1680.800048828125,1684.199951171875,327,1684.199951171875
GC=F,2020-05-01,1686.5999755859375,1701.5,1670.5,1694.5,337,1694.5
GC=F,2020-05-04,1702.5999755859375,1709,1699.5999755859375,1706.9000244140625,320,1706.9000244140625
GC=F,2020-05-05,1701.5,1704.4000244140625,1697.199951171875,1704.4000244140625,82,1704.4000244140625
GC=F,2020-05-06,1704,1704,1684.199951171875,1684.199951171875,469,1684.199951171875
GC=F,2020-05-07,1686.199951171875,1721.800048828125,1685.5999755859375,1721.800048828125,853,1721.800048828125
GC=F,2020-05-08,1726.199951171875,1728.9000244140625,1703.800048828125,1709.9000244140625,330,1709.9000244140625
GC=F,2020-05-11,1702.300048828125,1704.5,1690.199951171875,1695.300048828125,749,1695.300048828125
GC=F,2020-05-12,1699.300048828125,1713.0999755859375,1699.300048828125,1704.4000244140625,324,1704.4000244140625
GC=F,2020-05-13,1702,1721.300048828125,1701.9000244140625,1713.9000244140625,431,1713.9000244140625
GC=F,2020-05-14,1724.300048828125,1743.0999755859375,1720.5,1738.0999755859375,672,1738.0999755859375
GC=F,2020-05-15,1739.699951171875,1753.4000244140625,1739.699951171875,1753.4000244140625,719,1753.4000244140625
GC=F,2020-05-18,1755.699951171875,1770.5,1731.800048828125,1731.800048828125,229,1731.800048828125
GC=F,2020-05-19,1744.199951171875,1749.5,1744.199951171875,1744.199951171875,167,1744.199951171875
GC=F,2020-05-20,1751.5999755859375,1752.0999755859375,1745.5999755859375,1750.5999755859375,16,1750.5999755859375
GC=F,2020-05-21,1746.800048828125,1746.800048828125,1720.5,1720.5,528,1720.5
GC=F,2020-05-22,1726.5999755859375,1734.5999755859375,1726.5999755859375,1734.5999755859375,6,1734.5999755859375
GC=F,2020-05-26,1726.4000244140625,1726.4000244140625,1704.800048828125,1704.800048828125,39,1704.800048828125
GC=F,2020-05-27,1685.5999755859375,1710.300048828125,1685.5999755859375,1710.300048828125,137416,1710.300048828125
